ANZSCO_TITLE,2018,2019,2020,2021,Growth 2019 vs 2021,Growth 2018 vs 2021
Performing Arts Technicians,39.083333333333336,41.0,31.916666666666668,52.25,27.439024390243905,33.68869936034115
Personal Assistants,1070.9166666666667,960.6666666666666,516.3333333333334,716.5833333333334,-25.407702984038856,-33.086919305890596
Personal Care Consultants,8.916666666666666,8.0,6.083333333333333,11.0,37.5,23.36448598130842
Pharmacists,501.8333333333333,512.3333333333334,391.25,540.0,5.400130123617429,7.60544669545002
Pharmacy Sales Assistants,231.75,170.25,153.0,345.5,102.93685756240822,49.083063646170444
Photographers,37.0,33.25,24.5,41.25,24.06015037593985,11.486486486486488
Photographic Developers and Printers,1.6666666666666667,0.75,1.0,2.5,233.33333333333334,49.99999999999999
Physiotherapists,859.5,991.0833333333334,980.4166666666666,1475.3333333333333,48.860674346254086,71.65018421562922
Plasterers,59.25,41.416666666666664,42.083333333333336,68.33333333333333,64.98993963782695,15.330520393811526
Plastics and Rubber Factory Workers,0.8333333333333334,0.16666666666666666,0.4166666666666667,1.1666666666666667,600.0,40.0
Plastics and Rubber Production Machine Operators,48.333333333333336,43.166666666666664,42.083333333333336,57.416666666666664,33.011583011583014,18.793103448275854
Plumbers,891.9166666666666,768.75,737.5,1165.5,51.609756097560975,30.673642903858738
Podiatrists,73.33333333333333,86.41666666666667,85.33333333333333,159.08333333333334,84.08871745419479,116.93181818181822
Police,8.75,12.583333333333334,12.5,16.083333333333332,27.81456953642383,83.8095238095238
Policy and Planning Managers,1270.4166666666667,1219.75,945.3333333333334,1550.4166666666667,27.10938033750086,22.040013119055427
Practice Managers,192.5,180.75,180.66666666666666,289.0833333333333,59.93545412632548,50.173160173160156
Precision Metal Trades Workers,53.333333333333336,51.666666666666664,40.5,69.83333333333333,35.16129032258064,30.937499999999986
Primary Products Inspectors,9.916666666666666,9.916666666666666,9.916666666666666,18.666666666666668,88.23529411764707,88.23529411764707
Primary School Teachers,122.75,126.0,309.6666666666667,192.08333333333334,52.44708994708995,56.48336727766464
Printers,47.5,36.75,27.416666666666668,50.25,36.734693877551024,5.7894736842105265
Printing Assistants and Table Workers,116.83333333333333,88.0,59.333333333333336,94.25,7.1022727272727275,-19.32952924393723
Prison Officers,29.75,26.333333333333332,24.75,44.083333333333336,67.40506329113926,48.17927170868348
Private Tutors and Teachers,66.58333333333333,66.33333333333333,59.0,82.58333333333333,24.49748743718593,24.03003754693367
Product Assemblers,198.33333333333334,160.5,124.5,267.5833333333333,66.71858774662512,34.9159663865546
Product Quality Controllers,696.8333333333334,647.0,469.5833333333333,813.0833333333334,25.669757856774865,16.682611815355177
Production Managers,818.1666666666666,742.8333333333334,631.1666666666666,1026.5,38.187121382095576,25.46343450804645
Psychiatrists,55.416666666666664,73.41666666666667,114.58333333333333,141.66666666666666,92.96254256526672,155.63909774436092
Psychologists,363.4166666666667,438.5833333333333,588.5833333333334,750.5833333333334,71.13813414402433,106.53519834900251
Public Relations Professionals,949.3333333333334,955.0833333333334,607.25,1127.3333333333333,18.03507547334437,18.749999999999986
Purchasing and Supply Logistics Clerks,1683.75,1538.0,1180.1666666666667,2018.5,31.24187256176853,19.88121752041574
Railway Track Workers,20.416666666666668,24.416666666666668,22.166666666666668,30.75,25.938566552901015,50.61224489795918
Real Estate Sales Agents,1830.3333333333333,1699.3333333333333,1509.5833333333333,1918.8333333333333,12.916830129462534,4.8351848479329815
Receptionists,2360.8333333333335,2112.6666666666665,1582.3333333333333,2825.4166666666665,33.73698327548122,19.67878573949875
Recycling and Rubbish Collectors,8.5,7.916666666666667,7.583333333333333,12.75,61.052631578947356,50.0
Registered Nurses,4037.1666666666665,4413.166666666667,4337.916666666667,7048.666666666667,59.71902262170021,74.59439375799862
Research and Development Managers,141.75,138.83333333333334,99.75,164.83333333333334,18.727490996398558,16.284538506760736
Retail Managers,2524.4166666666665,2351.6666666666665,1574.3333333333333,2566.1666666666665,9.121190644932673,1.6538474234971776
Retail Supervisors,157.91666666666666,140.08333333333334,121.41666666666667,174.41666666666666,24.509220701963102,10.448548812664908
Retail and Wool Buyers,68.25,58.0,36.583333333333336,60.083333333333336,3.5919540229885096,-11.965811965811962
Roof Tilers,62.75,59.333333333333336,79.33333333333333,106.83333333333333,80.0561797752809,70.2523240371846
Safety Inspectors,103.33333333333333,94.16666666666667,81.83333333333333,134.25,42.56637168141592,29.919354838709683
Sales Assistants (General),7487.666666666667,6599.833333333333,5360.916666666667,9810.5,48.647693123563734,31.022125272670607
Sales Representatives,2691.1666666666665,2303.25,1563.0833333333333,2457.4166666666665,6.69344042838018,-8.685823992072832
School Principals,72.33333333333333,95.33333333333333,163.33333333333334,284.0,197.90209790209795,292.6267281105991
Science Technicians,90.83333333333333,87.58333333333333,78.83333333333333,116.25,32.73073263558516,27.981651376146793
Secondary School Teachers,286.4166666666667,375.75,447.0,467.5833333333333,24.44000887114659,63.25283677625835
Secretaries,1185.6666666666667,1075.3333333333333,574.0,981.25,-8.749225046497203,-17.240652235029525
Security Officers and Guards,669.75,617.1666666666666,590.3333333333334,935.5,51.5798001620308,39.67898469578201
Service Station Attendants,26.583333333333332,35.333333333333336,71.83333333333333,45.75,29.481132075471688,72.10031347962384
Sewing Machinists,61.0,57.25,64.41666666666667,110.5,93.01310043668121,81.14754098360656
Shearers,5.5,1.0,0.8333333333333334,1.0,0.0,-81.81818181818183
Sheetmetal Trades Workers,349.9166666666667,298.4166666666667,271.5833333333333,419.5833333333333,40.60318346830493,19.909502262443425
Shelf Fillers,37.25,30.083333333333332,104.0,231.91666666666666,670.9141274238226,522.5950782997762
Signwriters,30.0,24.5,18.416666666666668,28.25,15.306122448979592,-5.833333333333333
Social Professionals,294.25,302.3333333333333,237.66666666666666,379.75,25.606394707828013,29.056924384027187
Social Workers,619.9166666666666,684.6666666666666,791.8333333333334,1154.3333333333333,68.59785783836416,86.20782363220863
Software and Applications Programmers,6162.75,6063.75,4613.75,7112.166666666667,17.289905861334436,15.405730666774847
Solicitors,1790.6666666666667,1706.8333333333333,1124.25,1503.0,-11.94219314520066,-16.06478034251676
Special Care Workers,27.5,23.75,25.75,36.583333333333336,54.03508771929826,33.03030303030304
Special Education Teachers,26.916666666666668,45.833333333333336,58.083333333333336,70.58333333333333,53.99999999999998,162.22910216718262
Speech Professionals and Audiologists,208.0,310.25,479.4166666666667,737.0833333333334,137.57722266988986,254.36698717948718
"Sports Coaches, Instructors and Officials",408.0833333333333,441.5833333333333,391.75,701.4166666666666,58.84129080958671,71.88074331223197
Sportspersons,44.75,54.583333333333336,40.25,70.25,28.702290076335874,56.98324022346368
Storepersons,1584.25,1336.6666666666667,1261.75,2250.25,68.34788029925186,42.0388196307401
Street Vendors and Related Salespersons,22.0,13.083333333333334,10.583333333333334,19.333333333333332,47.77070063694266,-12.121212121212126
Structural Steel Construction Workers,286.75,236.91666666666666,214.25,383.0833333333333,61.69539219134717,33.59488520778843
Structural Steel and Welding Trades Workers,1466.0,1222.9166666666667,1071.1666666666667,1777.25,45.328790459965916,21.231241473397
Supply and Distribution Managers,383.0833333333333,356.6666666666667,292.4166666666667,475.0833333333333,33.20093457943924,24.01566238851425
Surgeons,15.916666666666666,26.416666666666668,21.333333333333332,27.5,4.100946372239743,72.77486910994764
Survey Interviewers,84.83333333333333,78.58333333333333,55.666666666666664,94.16666666666667,19.83032873807,11.001964636542251
Switchboard Operators,10.416666666666666,9.833333333333334,8.666666666666666,13.75,39.83050847457626,32.00000000000001
Teachers of English to Speakers of Other Languages,12.75,14.833333333333334,8.75,10.166666666666666,-31.460674157303377,-20.261437908496738
Technical Sales Representatives,394.5,374.25,225.66666666666666,323.1666666666667,-13.649521264751721,-18.081960287283476
Telecommunications Engineering Professionals,98.66666666666667,84.0,71.16666666666667,88.58333333333333,5.456349206349201,-10.219594594594604
Telecommunications Technical Specialists,44.083333333333336,21.0,19.083333333333332,26.083333333333332,24.206349206349202,-40.83175803402647
Telecommunications Trades Workers,130.25,94.25,84.0,106.83333333333333,13.351016799292657,-17.978246960972495
Telemarketers,200.5,151.33333333333334,102.5,145.58333333333334,-3.7995594713656384,-27.389858686616787
Textile and Footwear Production Machine Operators,11.666666666666666,6.5,7.75,15.666666666666666,141.02564102564102,34.285714285714285
Ticket Salespersons,38.166666666666664,34.25,16.25,33.916666666666664,-0.973236009732367,-11.135371179039302
Timber and Wood Process Workers,23.916666666666668,14.166666666666666,14.916666666666666,21.833333333333332,54.11764705882353,-8.710801393728232
Toolmakers and Engineering Patternmakers,16.333333333333332,16.166666666666668,13.25,19.666666666666668,21.649484536082472,20.40816326530614
Tourism and Travel Advisers,547.4166666666666,400.0833333333333,110.66666666666667,88.16666666666667,-77.96292439075192,-83.89404780027401
Train and Tram Drivers,30.916666666666668,26.583333333333332,36.833333333333336,58.333333333333336,119.435736677116,88.67924528301887
Training and Development Professionals,840.0833333333334,869.25,670.8333333333334,1012.25,16.45096347425942,20.49399861124888
Transport Services Managers,202.5,161.58333333333334,116.16666666666667,204.33333333333334,26.456936565239815,0.9053497942386878
Transport and Despatch Clerks,728.5833333333334,647.0,434.5,795.8333333333334,23.003606388459563,9.230241335925884
Travel Attendants,10.5,17.083333333333332,5.916666666666667,18.75,9.756097560975617,78.57142857142857
Truck Drivers,2014.6666666666667,1622.1666666666667,1512.9166666666667,2516.75,55.147436556046436,24.921409662475178
University Lecturers and Tutors,202.75,207.41666666666666,119.08333333333333,222.66666666666666,7.3523503415026115,9.823263460748043
Upholsterers,21.166666666666668,17.25,17.166666666666668,23.5,36.231884057971016,11.02362204724409
Urban and Regional Planners,300.6666666666667,249.33333333333334,167.16666666666666,281.5833333333333,12.934491978609614,-6.347006651884712
Vehicle Body Builders and Trimmers,30.416666666666668,26.583333333333332,30.083333333333332,39.333333333333336,47.96238244514108,29.315068493150687
Vehicle Painters,23.166666666666668,18.083333333333332,16.916666666666668,37.083333333333336,105.06912442396316,60.07194244604317
Vending Machine Attendants,2.1666666666666665,2.0,1.0,3.4166666666666665,70.83333333333333,57.6923076923077
Veterinarians,25.833333333333332,34.5,35.666666666666664,158.58333333333334,359.6618357487923,513.8709677419355
Veterinary Nurses,25.333333333333332,27.666666666666668,35.75,94.0,239.75903614457826,271.0526315789474
Visual Arts and Crafts Professionals,6.666666666666667,13.583333333333334,3.6666666666666665,6.0,-55.828220858895705,-10.000000000000004
Visual Merchandisers,36.0,38.75,18.75,42.166666666666664,8.817204301075263,17.129629629629623
Vocational Education Teachers (Aus) / Polytechnic Teachers (NZ),33.833333333333336,48.833333333333336,40.75,58.916666666666664,20.648464163822513,74.13793103448273
Waiters,1926.0,2046.25,1557.0833333333333,3901.25,90.65363469761759,102.55711318795431
Wall and Floor Tilers,58.333333333333336,45.666666666666664,49.833333333333336,90.25,97.62773722627738,54.7142857142857
Welfare Support Workers,579.9166666666666,653.3333333333334,633.3333333333334,1049.9166666666667,60.7015306122449,81.04612731714329
"Welfare, Recreation and Community Arts Workers",1129.0833333333333,1219.75,1369.6666666666667,2041.5833333333333,67.37719478035116,80.81777252933796
Wood Machinists and Other Wood Trades Workers,64.75,48.916666666666664,42.916666666666664,61.416666666666664,25.553662691652473,-5.148005148005152
